preco_total,quartos,banheiros,suites,vagas,mobiliado,area_util
5644,2,1,0,1,1,40.0
6107,3,2,1,2,0,94.0
1200,1,1,0,0,0,45.0
5700,4,5,3,4,0,165.0
15630,4,2,2,4,0,202.0
3013,2,1,0,0,1,70.0
5250,1,1,0,1,1,48.0
2780,1,1,1,1,1,29.0
2077,2,1,0,1,1,43.0
9823,3,4,2,2,1,157.0
3620,1,1,1,1,1,45.0
1700,1,1,0,1,1,28.0
7320,2,3,1,1,1,112.0
5262,3,2,1,2,0,108.0
6000,1,1,1,1,1,43.0
3100,1,1,1,1,1,40.0
1580,2,1,0,1,0,53.0
2320,1,1,1,1,1,26.0
6295,2,1,0,2,1,55.0
7400,3,3,1,2,0,108.0
7100,4,2,4,4,1,216.0
2600,1,1,0,1,1,37.0
3447,1,1,0,1,0,36.0
1600,2,1,0,2,0,80.0
1108,1,1,0,0,0,29.0
3150,1,2,0,1,1,55.0
2433,2,2,1,1,0,65.0
24021,4,5,3,3,1,210.0
3650,1,1,0,1,1,35.0
25570,4,5,4,4,0,267.0
2800,1,1,0,1,1,40.0
6140,2,2,0,1,0,105.0
4850,1,1,0,1,1,44.0
6000,2,1,1,1,1,42.0
3130,1,1,1,1,1,42.0
3300,1,1,0,1,1,40.0
3550,1,2,0,1,1,47.0
7486,3,3,1,1,0,165.0
20033,4,4,3,4,1,257.0
15000,2,4,2,2,0,220.0
4192,2,1,0,0,0,70.0
2987,1,1,1,1,1,35.0
7260,3,1,2,2,0,90.0
4100,1,1,1,1,1,40.0
5500,3,2,1,1,0,230.0
3488,2,2,0,1,0,50.0
2500,3,1,0,3,0,100.0
4700,2,2,1,1,1,80.0
950,1,1,0,0,1,17.0
5000,3,1,0,0,0,250.0
1692,1,1,0,0,0,10.0
2600,1,1,1,1,1,30.0
4000,1,1,1,1,1,43.0
3400,1,1,1,1,1,40.0
4950,3,2,1,2,0,85.0
4500,1,1,0,0,0,40.0
3400,1,1,1,1,1,55.0
8555,1,1,1,1,0,68.0
9390,2,4,2,2,0,110.0
4800,1,1,1,1,1,45.0
3500,1,1,1,1,0,48.0
700,1,1,0,1,0,30.0
3700,1,1,1,1,1,26.0
15200,3,6,3,2,0,226.0
8500,3,4,1,2,0,200.0
7305,3,2,0,1,1,128.0
3590,2,2,1,1,0,85.0
5000,3,4,1,2,1,250.0
1379,1,1,0,0,0,25.0
4050,2,2,0,1,1,90.0
2450,2,1,0,1,0,64.0
5445,3,3,1,2,1,83.0
29500,3,5,3,2,0,370.0
2700,1,1,0,1,1,35.0
94360,4,8,4,8,1,700.0
4740,3,2,0,0,0,119.0
4630,2,3,2,1,0,57.0
6440,3,2,1,1,1,135.0
1500,2,1,0,0,0,90.0
3731,3,2,1,1,0,82.0
9710,3,4,1,2,0,172.0
4120,2,1,0,1,1,56.0
3880,1,1,0,1,1,42.0
6750,3,2,0,1,0,108.0
3500,1,1,1,1,1,31.0
14950,4,5,4,4,1,220.0
6500,3,1,1,1,0,140.0
3850,2,1,1,1,1,65.0
5782,1,1,0,0,1,28.0
3346,2,3,1,1,0,113.0
15615,3,5,3,4,0,293.0
3300,4,1,1,7,0,120.0
3750,1,1,0,1,1,50.0
4830,3,4,0,2,1,105.0
14000,3,4,2,2,0,219.0
3850,3,2,1,1,0,78.0
2500,3,2,0,2,0,140.0
3900,3,3,1,2,0,150.0
12071,3,5,2,4,0,391.0
2300,1,1,1,1,0,42.0
6001,2,1,0,2,1,60.0
8200,4,5,4,4,0,250.0
17000,3,4,2,3,1,377.0
3590,3,2,1,2,1,84.0
3211,2,2,0,1,0,80.0
29760,4,6,3,3,0,308.0
3793,1,1,0,1,1,32.0
2910,3,4,1,2,0,180.0
5880,3,3,1,2,0,100.0
7800,2,3,2,2,0,100.0
9800,4,3,1,2,0,170.0
7335,3,2,1,2,0,106.0
3780,1,2,0,1,0,47.0
2100,2,1,0,1,0,55.0
5399,1,1,0,1,1,45.0
2650,1,1,0,1,0,42.0
3500,1,1,1,1,1,38.0
5750,1,1,1,1,1,52.0
3232,3,2,1,1,0,80.0
3330,1,1,1,1,1,27.0
2400,2,1,0,1,0,63.0
29090,3,5,3,4,1,233.0
6352,1,1,0,0,0,51.0
4290,1,1,1,1,0,83.0
3500,1,1,0,0,1,45.0
10078,3,2,1,2,0,384.0
5100,1,1,1,1,1,45.0
4350,3,2,0,1,0,127.0
12279,3,4,1,2,0,210.0
16285,4,5,2,2,1,294.0
4680,1,1,1,1,1,51.0
3745,2,2,0,1,1,60.0
3100,1,1,0,1,1,30.0
2300,2,1,0,1,0,55.0
3280,1,1,1,1,1,38.0
6585,3,2,1,1,1,110.0
5680,1,1,1,1,0,35.0
11000,4,3,2,3,1,130.0
3750,2,1,0,1,1,42.0
9026,3,2,1,2,1,120.0
3390,1,1,1,1,1,45.0
3801,1,1,0,1,1,33.0
2600,2,1,0,0,1,64.0
3460,1,1,1,1,1,29.0
6620,1,1,1,1,0,42.0
4000,1,1,1,1,1,33.0
6300,3,4,1,3,1,119.0
60000,5,6,5,6,0,1100.0
3700,1,1,1,1,1,29.0
56800,4,4,4,5,0,487.0
1700,3,2,0,1,0,56.0
3905,1,1,1,1,0,37.0
4855,3,2,2,1,0,108.0
2130,3,3,1,2,0,100.0
4540,4,3,0,4,0,149.0
2868,1,1,0,1,1,35.0
9710,2,2,1,2,0,96.0
5553,2,2,1,1,1,77.0
3720,1,1,1,1,0,45.0
6985,2,2,1,1,0,72.0
2065,1,1,0,0,1,18.0
10000,5,4,1,2,0,330.0
1490,1,1,0,0,0,45.0
1396,1,1,0,1,0,33.0
5279,2,3,1,1,1,58.0
4070,1,1,0,1,1,45.0
9440,3,3,1,2,0,115.0
3020,1,1,1,1,1,38.0
2912,1,1,0,1,1,31.0
10055,3,5,3,3,0,125.0
5700,3,3,1,1,0,110.0
3200,1,1,1,1,1,29.0
5615,3,3,1,1,0,88.0
4821,1,1,1,1,1,45.0
4203,2,2,2,2,0,95.0
13000,4,5,4,3,0,224.0
9556,2,2,1,1,1,77.0
60000,4,6,4,4,0,1564.0
3324,1,1,1,1,0,37.0
3380,1,1,0,1,1,50.0
4500,2,2,0,2,0,95.0
4050,2,2,1,2,0,61.0
2660,1,1,1,1,1,31.0
4125,3,2,1,2,0,80.0
8800,4,6,3,4,0,253.0
7700,3,4,3,3,0,157.0
3070,1,1,0,1,1,30.0
7790,3,2,1,1,0,127.0
4410,1,1,1,1,0,42.0
5300,2,2,0,2,1,65.0
2700,3,2,0,2,0,140.0
2650,1,1,0,1,0,45.0
3700,1,1,1,1,1,40.0
1199,2,1,0,1,0,56.0
6600,3,3,3,2,0,158.0
4900,1,1,0,1,0,41.0
800,2,1,0,0,0,50.0
2523,1,1,0,0,0,60.0
3400,1,1,0,1,1,42.0
3100,1,1,1,1,1,31.0
3400,1,1,1,1,1,35.0
5850,3,4,1,2,0,136.0
1050,1,1,0,0,1,18.0
6925,2,2,1,1,1,88.0
3300,1,1,1,1,1,35.0
6800,3,6,3,3,1,205.0
16495,4,4,4,4,1,223.0
3500,3,3,2,2,0,200.0
1900,2,3,2,2,0,80.0
8750,2,2,1,1,1,52.0
2145,1,1,0,0,1,40.0
3900,2,2,1,1,0,54.0
4790,1,1,1,1,1,42.0
23000,1,7,0,2,0,400.0
4720,3,2,1,0,1,85.0
5006,3,4,1,3,0,100.0
3017,1,1,0,1,1,42.0
2600,1,1,1,1,1,48.0
18979,3,4,1,5,0,213.0
3339,1,1,0,0,1,17.0
5580,2,1,0,2,0,110.0
3050,3,2,1,2,0,78.0
3700,1,1,0,0,0,45.0
2405,1,1,0,0,0,36.0
4000,1,1,1,1,1,54.0
1300,2,0,2,1,0,65.0
4157,1,1,0,1,1,33.0
1405,2,1,0,1,0,47.0
7100,1,1,1,1,1,54.0
1800,1,1,1,0,0,35.0
4570,1,1,0,1,1,50.0
2300,2,1,0,1,0,60.0
7539,3,4,3,3,0,185.0
16157,3,3,1,1,0,200.0
3937,2,1,0,1,0,78.0
4000,1,1,1,1,1,49.0
8280,3,3,1,2,1,105.0
14775,4,4,2,5,0,351.0
27036,3,4,3,4,0,285.0
3013,2,1,0,1,0,65.0
8000,6,4,1,4,0,295.0
4300,1,1,1,1,1,30.0
1870,2,1,0,1,0,55.0
3500,1,1,0,1,1,49.0
14650,4,3,3,3,0,255.0
7900,3,1,3,2,1,160.0
4790,3,2,1,2,0,76.0
4312,1,1,0,1,1,52.0
3380,1,1,1,1,1,42.0
2328,1,1,0,1,0,35.0
3000,3,3,1,2,1,86.0
1152,1,1,0,0,0,25.0
17280,3,4,3,3,0,167.0
3800,1,1,0,1,1,40.0
1997,1,1,1,0,0,50.0
4446,3,2,1,2,0,106.0
2350,3,2,1,1,0,72.0
5950,3,3,1,1,1,105.0
4324,1,1,0,0,1,28.0
3000,1,1,1,1,1,32.0
6100,3,3,1,1,0,104.0
2300,2,2,1,1,0,90.0
5120,1,2,1,2,0,72.0
4100,1,1,0,0,0,66.0
6840,2,3,1,1,0,197.0
15300,4,4,4,4,0,242.0
7289,2,3,1,0,0,120.0
6225,1,1,1,1,1,35.0
15000,4,5,2,6,0,700.0
3840,2,2,0,1,0,80.0
17000,3,3,0,2,1,270.0
3470,1,1,1,1,0,49.0
3500,1,1,0,1,1,33.0
2590,3,2,1,2,0,68.0
1960,2,1,0,0,0,58.0
1400,1,1,0,0,0,47.0
15299,4,4,4,4,0,260.0
1173,1,1,0,0,0,36.0
3300,1,1,1,1,1,40.0
13100,1,2,0,1,1,76.0
8734,4,3,1,2,0,105.0
3423,1,1,1,1,1,63.0
3086,2,1,1,1,0,80.0
7000,1,1,1,2,0,49.0
6350,2,1,0,1,1,65.0
7600,7,4,2,2,0,461.0
3970,3,3,1,2,0,100.0
3211,2,2,0,1,0,89.0
16347,5,6,5,5,0,460.0
3580,1,1,0,1,1,26.0
1800,2,1,0,1,0,50.0
3500,1,1,0,1,1,35.0
20000,3,1,0,6,0,450.0
7000,1,1,0,1,1,47.0
2662,1,1,0,1,1,34.0
3398,2,2,0,1,0,75.0
10300,4,6,2,4,0,300.0
4650,2,2,0,0,0,155.0
3860,1,1,1,1,1,38.0
2835,1,1,0,1,1,28.0
12000,4,5,1,6,0,500.0
3602,2,1,1,0,0,58.0
3521,2,2,0,2,0,66.0
950,1,1,0,0,0,40.0
3800,3,3,1,1,0,90.0
2934,1,1,0,1,0,35.0
9551,3,3,1,3,1,160.0
1000,1,1,0,0,0,20.0
10500,1,1,1,1,1,54.0
6800,1,1,1,1,1,56.0
4380,1,1,0,1,0,37.0
20515,3,5,3,3,0,271.0
2377,2,2,0,1,0,53.0
2235,1,1,0,1,1,30.0
1782,1,1,0,0,0,50.0
5000,1,1,1,1,1,50.0
6800,1,1,1,1,1,50.0
3958,2,2,0,1,0,78.0
8600,4,5,3,3,0,230.0
6765,1,1,1,1,0,84.0
3905,1,1,0,0,0,24.0
19367,3,4,1,2,1,212.0
7500,3,2,0,2,0,270.0
3000,1,1,1,1,1,37.0
3264,1,1,1,1,0,35.0
2650,1,1,1,1,1,30.0
3600,1,1,1,1,1,42.0
2765,1,1,0,1,0,45.0
3200,1,1,1,1,1,47.0
1300,1,1,1,0,0,25.0
5700,2,1,0,1,0,60.0
3500,1,1,1,1,1,32.0
11600,4,4,3,3,0,240.0
3400,1,1,1,1,1,42.0
18950,3,3,1,5,0,345.0
20767,4,6,4,4,0,370.0
3300,1,1,1,1,1,36.0
4375,1,1,1,1,1,45.0
2900,1,1,0,1,1,30.0
3772,3,2,1,1,0,84.0
2800,1,1,1,1,1,30.0
2936,1,1,0,1,1,40.0
2200,2,1,0,1,0,70.0
2800,1,1,1,1,1,35.0
3350,1,1,1,1,1,40.0
3540,2,2,1,2,0,62.0
800,1,1,0,1,0,45.0
5099,2,1,0,1,1,60.0
11700,5,5,4,4,0,280.0
13630,2,3,1,2,1,112.0
3237,1,1,1,1,1,30.0
3780,3,2,0,2,0,95.0
11400,4,6,4,4,0,255.0
3600,1,1,0,1,1,52.0
6260,2,2,1,1,1,66.0
3168,4,2,0,1,0,160.0
8400,2,1,0,2,1,132.0
4510,3,1,1,1,1,92.0
3300,1,1,1,1,1,29.0
6662,3,4,2,2,0,100.0
1120,1,1,0,0,0,28.0
2350,3,3,1,1,0,130.0
3926,1,1,0,1,1,29.0
4270,2,1,0,1,0,53.0
5250,3,2,0,0,0,240.0
17000,4,3,2,3,1,240.0
3207,1,1,0,1,1,41.0
8573,3,3,1,1,0,219.0
3500,1,1,0,1,1,48.0
5800,2,1,1,1,1,65.0
2870,1,1,1,1,1,41.0
10450,3,3,1,1,1,178.0
17490,3,5,3,2,1,146.0
4101,3,5,3,2,0,145.0
2300,2,2,0,1,0,65.0
10600,1,1,1,2,0,90.0
12890,3,4,3,4,0,180.0
2600,1,1,0,1,1,40.0
15000,4,6,3,6,0,400.0
18985,4,4,3,2,0,205.0
11900,3,5,1,3,0,330.0
3000,1,1,1,1,1,33.0
1100,1,1,0,0,0,30.0
2370,1,1,0,0,1,32.0
8417,3,2,1,1,0,164.0
3700,1,1,0,0,1,42.0
20800,3,3,3,5,1,370.0
4950,1,2,1,1,0,65.0
2815,1,2,1,1,0,38.0
5500,2,1,1,1,1,45.0
15000,6,7,5,5,0,575.0
7000,2,1,1,1,1,60.0
3200,2,2,0,1,0,72.0
4490,1,1,0,1,1,30.0
3390,3,2,1,1,0,72.0
6700,3,4,2,2,1,162.0
7580,3,2,1,1,0,180.0
4440,3,3,0,2,0,110.0
6000,3,5,1,5,1,215.0
3400,2,1,0,1,1,60.0
4100,1,1,0,0,0,45.0
6650,2,1,1,1,0,155.0
3700,1,1,0,1,1,42.0
2429,2,1,0,1,0,34.0
8968,3,5,3,3,0,190.0
1850,2,2,0,0,0,90.0
3952,1,1,0,1,1,37.0
2080,1,1,1,1,0,42.0
2942,1,1,0,1,1,28.0
9900,3,2,1,2,1,80.0
5594,2,1,1,1,1,71.0
3496,1,1,1,1,1,40.0
4200,1,1,1,39,1,39.0
4262,2,2,1,1,0,52.0
3900,2,1,1,1,1,42.0
4400,1,1,1,1,1,40.0
1770,1,1,0,0,0,40.0
14200,4,4,3,3,0,184.0
2400,1,1,1,1,1,41.0
5290,2,2,1,1,0,103.0
4517,1,1,0,0,1,31.0
2250,2,1,0,1,0,65.0
3500,1,1,0,1,1,46.0
3400,1,1,1,1,1,30.0
5500,1,1,1,1,1,40.0
1900,2,2,0,2,0,80.0
1000,1,1,1,0,1,15.0
29000,4,6,4,4,1,250.0
3100,1,1,1,1,1,30.0
10500,2,1,2,2,1,88.0
2300,1,1,0,0,0,50.0
6300,1,1,1,1,1,43.0
2171,1,1,0,1,0,70.0
8500,3,2,1,0,1,140.0
4778,3,3,1,2,1,103.0
4600,2,2,0,1,0,72.0
8600,2,5,2,3,0,125.0
1250,2,1,0,0,0,46.0
6112,2,2,1,2,0,112.0
4850,1,1,0,1,1,38.0
2551,3,2,0,1,0,74.0
3100,1,1,1,1,1,30.0
650,1,1,0,0,0,30.0
18000,3,2,1,1,0,248.0
7815,4,3,1,1,0,238.0
4490,1,1,1,1,1,51.0
5962,3,3,1,2,1,102.0
3500,1,1,1,1,1,30.0
5800,1,1,1,1,1,52.0
3150,1,1,1,1,1,33.0
4200,2,2,1,1,1,50.0
1510,1,1,0,0,0,22.0
3100,3,1,1,2,0,102.0
8850,2,2,1,0,1,76.0
8580,4,4,3,2,1,132.0
2796,3,3,1,0,0,118.0
19157,4,4,3,4,0,311.0
5251,2,3,1,2,1,70.0
5300,1,1,1,1,1,44.0
5172,1,1,1,1,0,28.0
4360,1,1,0,1,1,48.0
8716,3,2,1,2,0,140.0
5050,1,1,0,0,1,58.0
700,1,1,0,0,0,30.0
50000,5,7,5,6,0,1000.0
4961,2,1,0,1,1,66.0
3250,1,1,0,1,1,48.0
1100,1,1,1,0,0,42.0
13300,3,3,1,2,0,198.0
5770,2,2,0,1,0,90.0
3214,2,1,1,1,0,64.0
2380,3,1,0,1,0,70.0
3500,1,1,1,1,1,30.0
5810,2,3,1,1,0,109.0
6000,4,4,1,2,0,330.0
4190,2,2,1,1,0,82.0
43700,4,5,2,3,0,323.0
1266,1,1,1,0,1,30.0
11004,3,3,1,2,0,112.0
2920,1,1,1,1,1,32.0
5925,3,3,1,1,0,157.0
6803,3,2,1,1,0,135.0
3675,1,1,0,1,1,30.0
3285,3,1,0,1,1,96.0
18200,4,4,2,3,0,240.0
2200,2,2,0,1,0,64.0
3929,2,2,0,1,1,48.0
3399,1,1,0,1,0,35.0
6071,4,4,1,2,1,125.0
3900,1,1,1,1,1,35.0
10750,2,1,1,2,1,150.0
3300,1,1,1,1,1,42.0
3000,3,1,0,8,0,150.0
5833,3,2,1,2,0,118.0
7000,2,2,1,1,1,139.0
3100,1,1,1,1,1,45.0
13500,3,4,2,3,0,270.0
2928,1,1,0,1,1,44.0
9100,4,5,3,3,0,160.0
3400,1,1,1,1,1,32.0
5311,3,2,1,1,0,113.0
37000,4,5,4,7,0,260.0
2759,1,1,1,1,1,28.0
7550,1,1,0,1,1,100.0
2900,2,2,0,1,0,72.0
5885,2,2,1,2,1,79.0
3800,3,2,0,1,0,125.0
3160,1,1,0,1,1,28.0
4764,1,1,0,1,1,54.0
1300,1,1,0,0,0,50.0
11600,1,2,1,2,0,122.0
3550,1,1,0,1,1,46.0
4570,2,2,0,1,1,60.0
880,1,1,0,0,0,35.0
6400,3,1,0,0,0,110.0
4305,1,1,1,1,1,34.0
3077,2,1,0,1,0,83.0
3434,3,2,1,1,0,96.0
18562,3,5,3,3,0,250.0
24500,4,1,2,3,0,365.0
2300,2,1,0,1,0,55.0
3100,2,2,0,2,1,92.0
2390,1,1,1,1,1,30.0
4338,2,2,1,2,1,67.0
2430,1,1,0,0,0,22.0
4420,2,1,1,1,1,55.0
3300,1,1,1,1,1,27.0
3245,1,1,1,1,1,40.0
3300,1,1,1,1,1,38.0
2239,1,1,0,0,0,47.0
1100,1,1,0,0,0,35.0
7000,2,3,1,2,1,185.0
1470,2,3,2,2,0,82.0
11999,4,8,4,5,0,700.0
2680,2,2,0,1,1,80.0
7000,1,1,0,1,1,43.0
2900,1,1,1,1,1,30.0
7959,3,4,2,3,0,135.0
4952,3,3,1,2,0,83.0
4500,3,3,0,1,0,95.0
4699,1,1,0,1,0,60.0
6600,3,2,1,2,0,118.0
4850,1,1,1,1,1,38.0
5980,2,3,2,3,1,130.0
2700,1,1,1,1,1,30.0
2686,2,2,0,1,0,69.0
3820,1,2,0,1,1,48.0
2900,3,2,1,1,0,89.0
6200,1,1,1,1,1,70.0
10000,3,5,3,3,0,140.0
5390,2,3,0,1,0,180.0
4396,1,1,1,1,1,44.0
5000,1,1,0,0,0,40.0
3476,3,3,1,1,0,115.0
2700,1,1,0,1,1,37.0
3910,2,1,1,1,1,55.0
3380,1,1,0,1,1,33.0
810,1,1,1,0,1,20.0
4306,1,1,1,1,1,40.0
4900,2,1,1,1,1,55.0
3900,3,1,1,2,0,72.0
1430,2,1,0,0,0,38.0
5525,2,2,0,2,1,57.0
2800,2,1,0,1,0,50.0
1330,1,1,0,0,0,38.0
6732,3,2,1,1,1,103.0
3510,1,1,0,1,1,41.0
4200,1,1,1,1,1,35.0
3740,1,1,0,1,1,45.0
1260,2,1,0,1,0,48.0
1550,1,1,1,0,0,28.0
2450,1,1,0,0,1,37.0
6785,2,2,1,0,1,125.0
3605,2,2,0,1,0,76.0
2420,1,1,1,0,0,55.0
9258,3,3,3,3,0,217.0
4070,1,1,1,1,1,45.0
4250,1,1,0,1,1,40.0
4990,1,2,1,1,1,40.0
12000,4,5,2,4,0,750.0
3710,2,3,1,1,0,78.0
4295,1,1,0,1,1,37.0
2200,2,1,0,1,0,65.0
3600,1,1,1,1,1,38.0
5780,1,1,1,1,0,46.0
3347,1,1,0,1,1,46.0
2216,1,1,0,1,1,40.0
13200,3,3,3,2,1,159.0
4055,2,4,1,1,0,71.0
3278,3,2,1,1,0,90.0
2817,2,1,0,1,0,50.0
2712,2,1,0,1,1,60.0
2100,1,1,0,1,1,24.0
3475,2,1,0,1,0,63.0
2500,3,3,1,2,0,130.0
3360,1,1,0,1,1,27.0
2400,1,1,0,1,0,46.0
7100,3,4,1,2,0,341.0
4750,2,2,1,1,1,60.0
3310,1,1,0,1,1,45.0
19478,3,3,3,8,0,323.0
3000,2,2,1,1,0,80.0
14600,4,6,3,4,0,328.0
5428,2,3,2,2,1,68.0
5500,4,4,2,3,1,220.0
3120,1,1,0,1,1,30.0
5010,3,2,0,1,0,140.0
7500,3,1,1,2,0,300.0
2838,2,2,0,0,0,65.0
2550,2,1,0,1,0,54.0
2375,2,1,0,0,0,75.0
2184,1,1,0,0,1,23.0
9361,4,6,4,3,0,280.0
2230,3,1,1,1,1,62.0
17578,5,5,4,4,0,238.0
3030,1,1,0,0,0,39.0
3670,1,1,0,1,0,36.0
3580,1,1,0,1,1,50.0
750,1,1,0,1,0,60.0
5607,3,1,1,1,0,137.0
5897,1,1,0,1,1,42.0
2900,1,1,1,1,1,32.0
13000,6,4,3,2,0,450.0
2568,1,1,0,1,1,25.0
3500,2,2,0,1,0,88.0
16100,3,4,3,3,0,230.0
3800,1,1,0,1,1,32.0
1600,2,1,0,1,0,50.0
19620,3,5,3,3,0,157.0
9140,3,3,1,2,0,93.0
6980,2,3,1,2,0,95.0
3953,2,2,1,0,0,118.0
1620,2,1,0,1,0,42.0
3500,2,3,0,2,0,164.0
600,1,1,0,0,0,30.0
15300,4,3,2,4,0,216.0
8155,4,4,3,2,0,210.0
2360,1,1,0,1,0,47.0
7032,2,2,0,1,1,91.0
17000,4,4,2,2,0,450.0
3600,1,1,0,1,1,40.0
16740,3,5,3,3,0,194.0
17000,4,5,4,5,0,310.0
3015,1,1,1,1,0,55.0
5250,3,3,1,3,0,104.0
5570,2,3,1,2,0,97.0
2500,2,1,0,0,0,150.0
3906,2,1,0,1,0,70.0
5585,1,1,1,1,1,57.0
957,1,1,0,0,0,24.0
5335,2,3,2,1,1,73.0
18000,3,2,1,2,0,239.0
7600,2,3,1,1,0,182.0
16900,3,6,3,4,1,230.0
18500,2,2,2,3,0,122.0
22800,3,6,3,4,1,222.0
2400,1,1,0,1,0,40.0
3707,1,1,1,1,0,33.0
1575,1,1,0,0,0,35.0
2839,1,2,0,0,0,50.0
5250,1,1,1,1,1,45.0
6565,2,2,0,0,0,129.0
8380,3,4,3,2,1,117.0
3294,1,1,0,1,0,46.0
13885,4,4,4,4,0,208.0
8340,1,1,1,2,1,100.0
2400,3,1,0,0,0,80.0
750,1,1,0,1,1,40.0
3020,1,1,0,0,0,39.0
11800,1,2,1,1,0,60.0
2866,1,1,0,1,1,35.0
2451,1,1,0,1,0,28.0
2578,2,1,0,1,0,60.0
7785,1,2,0,1,0,79.0
2820,1,1,0,1,1,32.0
2846,2,1,0,1,0,60.0
6360,3,2,1,1,0,220.0
2300,2,2,0,1,0,70.0
1090,1,1,0,0,1,16.0
3571,2,1,0,1,1,56.0
5160,3,3,1,1,0,105.0
8275,3,4,1,3,0,162.0
3073,1,1,0,1,1,36.0
30130,4,6,4,5,0,425.0
5200,3,2,1,1,0,110.0
5000,3,4,1,3,0,250.0
4782,3,2,1,3,0,110.0
4650,3,3,1,1,0,186.0
3423,1,1,0,1,1,63.0
3380,1,1,1,1,1,29.0
26028,4,6,4,5,0,342.0
7900,3,3,0,1,0,112.0
3000,1,1,1,1,1,35.0
1900,2,1,0,0,0,44.0
4264,3,2,1,1,0,110.0
9800,4,5,2,3,0,216.0
2509,2,1,0,1,0,64.0
5675,2,1,0,1,0,124.0
3720,1,1,1,1,1,49.0
3760,3,2,1,2,0,75.0
1537,1,1,0,1,0,38.0
3519,2,2,1,1,0,70.0
3300,1,1,1,1,1,38.0
1280,1,1,0,0,0,36.0
1947,1,1,0,0,0,37.0
9950,4,2,1,2,1,170.0
12000,4,7,0,2,1,200.0
4300,1,1,0,1,1,45.0
2540,2,2,1,2,0,65.0
2170,2,2,1,2,0,50.0
3400,2,1,0,1,1,51.0
4375,1,1,0,1,1,30.0
3700,2,1,1,1,1,55.0
4799,1,1,0,1,1,52.0
2348,2,1,0,1,1,50.0
3240,1,1,0,1,0,50.0
3560,1,2,1,1,1,48.0
2959,2,1,0,1,1,57.0
30000,4,4,4,4,0,420.0
3400,1,1,0,1,1,40.0
4228,1,1,0,2,0,46.0
11165,3,5,3,3,0,145.0
1320,1,1,0,0,0,36.0
13500,3,4,3,3,1,150.0
680,1,1,0,0,0,12.0
2199,2,1,0,0,0,175.0
1610,1,1,0,0,1,36.0
14360,4,6,4,5,0,310.0
21208,3,4,3,2,0,146.0
3177,2,1,0,1,0,80.0
5805,2,2,1,0,1,95.0
9650,2,2,1,2,1,88.0
2601,2,2,2,4,1,82.0
3930,2,2,1,1,0,58.0
29200,3,3,3,3,0,163.0
1860,1,1,0,0,0,38.0
1945,1,1,0,1,0,43.0
4300,1,1,1,1,1,50.0
5991,4,5,2,3,0,216.0
4747,3,3,1,1,0,117.0
2370,2,2,0,1,0,53.0
2058,1,1,0,0,0,55.0
3800,1,1,0,1,0,45.0
2886,2,1,0,0,0,70.0
2050,2,1,0,2,0,57.0
12590,2,2,2,2,0,120.0
2555,1,1,0,1,0,37.0
2500,1,1,1,1,1,30.0
4200,3,2,1,2,0,78.0
21800,4,5,4,4,0,247.0
6450,1,1,1,1,1,64.0
5769,1,2,1,1,0,50.0
5400,3,2,0,0,1,160.0
5900,3,2,1,2,0,102.0
5300,3,3,1,1,0,103.0
2800,1,1,1,1,1,40.0
10000,1,1,1,1,1,54.0
8000,3,3,1,3,0,220.0
62500,5,7,5,7,0,747.0
2920,1,1,0,1,1,32.0
4000,1,1,1,2,1,32.0
5665,2,2,1,2,0,70.0
16500,3,3,2,1,1,120.0
1946,1,1,1,1,0,38.0
3150,1,1,0,1,1,40.0
3400,1,1,1,1,1,37.0
17226,3,6,3,5,0,213.0
2186,2,1,0,1,0,60.0
3750,1,1,1,1,1,43.0
3301,1,1,0,1,0,40.0
3200,1,1,1,1,1,29.0
17290,4,5,3,4,0,208.0
4052,2,2,1,1,0,56.0
3170,1,1,1,1,1,29.0
2795,1,1,0,1,1,32.0
12000,4,7,2,6,0,529.0
12000,4,7,0,4,0,460.0
3100,1,1,1,1,1,37.0
640,1,1,0,0,0,30.0
1259,1,1,0,0,0,25.0
4450,1,1,1,1,1,31.0
3200,1,1,1,1,1,32.0
5635,4,3,2,0,1,135.0
3430,3,4,1,2,1,188.0
4650,1,1,0,1,1,44.0
3380,1,1,1,1,1,46.0
3790,1,1,1,0,1,33.0
1440,1,1,0,0,0,17.0
11000,4,4,1,2,1,170.0
1960,1,1,0,0,0,40.0
3452,3,2,1,2,1,140.0
1220,2,1,0,0,0,55.0
16200,3,4,3,2,0,160.0
3250,1,2,1,1,1,53.0
2177,3,2,1,1,0,70.0
5782,1,1,0,0,1,29.0
3242,3,2,1,2,0,78.0
10090,4,4,1,1,0,160.0
5726,3,5,3,2,0,156.0
7680,3,2,1,2,0,226.0
8670,4,1,0,2,0,320.0
3600,1,1,1,1,1,45.0
2890,3,1,0,1,0,68.0
4065,1,1,0,1,1,34.0
2630,2,2,0,1,0,68.0
5260,1,1,0,0,1,23.0
3895,3,3,2,2,0,128.0
32068,2,2,1,2,1,88.0
3350,2,2,1,2,0,84.0
4580,1,1,1,1,1,40.0
8968,3,2,1,2,0,130.0
5290,3,3,1,1,0,97.0
1005,2,1,0,1,0,90.0
4307,1,1,0,1,1,40.0
8150,4,5,2,2,0,190.0
3088,1,1,0,1,1,40.0
19157,4,4,3,4,0,311.0
3800,3,1,1,1,0,105.0
1455,1,1,0,0,0,46.0
4650,2,1,1,2,1,64.0
1700,2,1,0,0,0,70.0
2781,3,1,0,2,0,69.0
